phenotype ,taxonomy rank level ,NCBI taxon id ,scientific name ,super kingdom ,Nr. runs in which the species/genus can be found ,mean relative abundance ,median relative abundance ,SD of relative abundance
D006262 ,species ,1078480 ,Haemophilus sputorum ,Bacteria ,2058 ,0.0272112752706511 ,0.00449628 ,0.109624382844358 ,
D006262 ,species ,1079800 ,Rhizobium mesoamericanum ,Bacteria ,14 ,0.0129095327142857 ,0.001189775 ,0.0411420430793121 ,
D006262 ,species ,1079994 ,Leucobacter chromiiresistens ,Bacteria ,42 ,0.00675017626190476 ,0.001545995 ,0.0156968156444971 ,
D006262 ,species ,1086013 ,Gemmobacter megaterium ,Bacteria ,40 ,0.0009218145 ,0.0009154015 ,0.000465747137867694 ,
D006262 ,species ,1086703 ,Luteolibacter luojiensis ,Bacteria ,353 ,0.0104901453144476 ,0.00316746 ,0.0227550473995471 ,
D006262 ,species ,1087332 ,Actibacterium mucosum ,Bacteria ,9 ,0.00187427033333333 ,0.00172876 ,0.00146952593472725 ,
D006262 ,species ,1089305 ,Winogradskyella jejuensis ,Bacteria ,5 ,0.0015027144 ,0.000327895 ,0.00187043029822934 ,
D006262 ,species ,1090615 ,Nakamurella panacisegetis ,Bacteria ,1 ,0.000437614 ,0.000437614 , ,
D006262 ,species ,1095025 ,Demequina flava ,Bacteria ,1 ,0.00115552 ,0.00115552 , ,
D006262 ,species ,1095771 ,Ruminococcus sp. JC304 ,Bacteria ,54 ,0.498847037037037 ,0.378175 ,0.45117813810959 ,
D006262 ,species ,1095914 ,Pseudonocardia yuanmonensis ,Bacteria ,5 ,0.00945343914 ,0.00219717 ,0.0171959296779834 ,
D006262 ,species ,1097668 ,Burkholderia sp. YI23 ,Bacteria ,13 ,0.221488712153846 ,0.0497141 ,0.366999745106813 ,
D006262 ,species ,1099853 ,Coprobacter fastidiosus ,Bacteria ,1566 ,0.197870191570881 ,0.07788 ,0.402480846366125 ,
D006262 ,species ,1105029 ,Actinomyces sp. ICM39 ,Bacteria ,2 ,0.11372 ,0.11372 ,0.000197989898732235 ,
D006262 ,species ,1105030 ,Actinomyces sp. ICM58 ,Bacteria ,5 ,0.138528 ,0.15028 ,0.0584130496550214 ,
D006262 ,species ,1105031 ,Clostridium sp. MSTE9 ,Bacteria ,2 ,1.212725 ,1.212725 ,1.05416186046072 ,
D006262 ,species ,1105032 ,Streptococcus sp. BS35b ,Bacteria ,2 ,0.04933 ,0.04933 ,0.0278741493143737 ,
D006262 ,species ,1105106 ,Rickettsia philipii ,Bacteria ,4 ,0.0029224035 ,0.000911765 ,0.00439032102769668 ,
D006262 ,species ,1109412 ,Brenneria goodwinii ,Bacteria ,11 ,0.001488599 ,0.000920522 ,0.00205071894480965 ,
D006262 ,species ,1110546 ,Veillonella tobetsuensis ,Bacteria ,1388 ,0.0416528885079251 ,0.005200185 ,0.221324215965408 ,
D006262 ,species ,1111069 ,Thermus sp. CCB_US3_UF1 ,Bacteria ,21 ,0.00491458104761905 ,0.00357411 ,0.00582303160460587 ,
D006262 ,species ,1111120 ,Acidaminococcus sp. BV3L6 ,Bacteria ,12 ,2.29852666666667 ,1.268705 ,3.04150521382344 ,
D006262 ,species ,1111134 ,Peptoniphilus sp. BV3C26 ,Bacteria ,11 ,0.00502818181818182 ,0.00559 ,0.00334102025789075 ,
D006262 ,species ,1111135 ,Coriobacteriaceae bacterium BV3Ac1 ,Bacteria ,2 ,0.006395 ,0.006395 ,0.00703571247280615 ,
D006262 ,species ,1111140 ,Herminiimonas contaminans ,Bacteria ,1 ,0.000821409 ,0.000821409 , ,
D006262 ,species ,1111454 ,Megasphaera sp. BV3C16-1 ,Bacteria ,3 ,0.707953333333333 ,0.88797 ,0.316729770045907 ,
D006262 ,species ,1111961 ,Clostridium sp. KOPRI80151 ,Bacteria ,2 ,0.002278792 ,0.002278792 ,0.00268758276764233 ,
D006262 ,species ,1111962 ,Clostridium sp. KOPRI80152 ,Bacteria ,5 ,0.0014122006 ,0.000302332 ,0.00210639555852618 ,
D006262 ,species ,1111983 ,Trichococcus sp. KOPRI80176 ,Bacteria ,60 ,0.00272579853333333 ,0.002029175 ,0.00327922090782598 ,
D006262 ,species ,1113583 ,Lactobacillus sp. NBRC 3231 ,Bacteria ,44 ,0.00241246063636364 ,0.001171915 ,0.00296368571737961 ,
D006262 ,species ,1113584 ,Gluconobacter sp. NBRC 3259 ,Bacteria ,5 ,0.0007864548 ,0.000489286 ,0.00057875010807878 ,
D006262 ,species ,1113588 ,Bacillus sp. NBRC 3527 ,Bacteria ,111 ,0.00654116543243243 ,0.00363597 ,0.00946119026866471 ,
D006262 ,species ,1113589 ,Collimonas sp. NBRC 3740 ,Bacteria ,5 ,0.0024310784 ,0.00126241 ,0.0023934249376809 ,
D006262 ,species ,1113593 ,Bacillus sp. NBRC 3967 ,Bacteria ,2 ,0.0015540645 ,0.0015540645 ,0.00176849598005777 ,
D006262 ,species ,1113599 ,Providencia sp. NBRC 12931 ,Bacteria ,2 ,0.0020835075 ,0.0020835075 ,0.0020833946713507 ,
D006262 ,species ,1113600 ,Ochrobactrum sp. NBRC 12950 ,Bacteria ,6 ,0.00149898383333333 ,0.00137252 ,0.000801578787790799 ,
D006262 ,species ,1113602 ,Ochrobactrum sp. NBRC 12952 ,Bacteria ,36 ,0.00938440311111111 ,0.00213142 ,0.0264048556368625 ,
D006262 ,species ,1113604 ,Pseudomonas sp. NBRC 12994 ,Bacteria ,4 ,0.00072094375 ,0.0006491065 ,0.000287413792116726 ,
D006262 ,species ,1113605 ,Paenibacillus sp. NBRC 13157 ,Bacteria ,9 ,0.012583879 ,0.000316265 ,0.0368307604593032 ,
D006262 ,species ,1113606 ,Paenibacillus sp. NBRC 13294 ,Bacteria ,56 ,0.0245969226428571 ,0.001242905 ,0.0961944953426317 ,
D006262 ,species ,1113609 ,Sphingobacterium sp. NBRC 13496 ,Bacteria ,116 ,0.123112631640517 ,0.002541565 ,1.07532717511786 ,
D006262 ,species ,1113613 ,Paenibacillus sp. NBRC 13579 ,Bacteria ,33 ,0.00313086375757576 ,0.00102913 ,0.00896265602141785 ,
D006262 ,species ,1113614 ,Paenibacillus sp. NBRC 13630 ,Bacteria ,71 ,0.0117704614366197 ,0.0015865 ,0.056833178305823 ,
D006262 ,species ,1113615 ,Paenibacillus sp. NBRC 13632 ,Bacteria ,2 ,0.0009188295 ,0.0009188295 ,0.000896286836531978 ,
D006262 ,species ,1113616 ,Paenibacillus sp. NBRC 13633 ,Bacteria ,30 ,0.00164567533333333 ,0.00075463 ,0.00194320891443238 ,
D006262 ,species ,1113617 ,Paenibacillus sp. NBRC 13637 ,Bacteria ,196 ,0.00943350027040816 ,0.00311707 ,0.0212223569041418 ,
D006262 ,species ,1113618 ,Paenibacillus sp. NBRC 13639 ,Bacteria ,6 ,0.0296135681666667 ,0.000474268 ,0.0705669453068378 ,
D006262 ,species ,1113622 ,Ochrobactrum sp. NBRC 14130 ,Bacteria ,6 ,0.0027639 ,0.00303854 ,0.00108523866455264 ,
D006262 ,species ,1113625 ,Lactobacillus sp. NBRC 14512 ,Bacteria ,30 ,0.00359454966666667 ,0.00183088 ,0.00508745491405798 ,
D006262 ,species ,1113631 ,Paracoccus sp. NBRC 14911 ,Bacteria ,34 ,0.0111214145294118 ,0.002130705 ,0.0365896360358108 ,
D006262 ,species ,1113632 ,Mesorhizobium sp. NBRC 14996 ,Bacteria ,39 ,0.0330727661794872 ,0.022339 ,0.0500261429217811 ,
D006262 ,species ,1113643 ,Runella sp. NBRC 15128 ,Bacteria ,17 ,0.00938362711764706 ,0.00229226 ,0.0218603596250367 ,
D006262 ,species ,1113644 ,Runella sp. NBRC 15129 ,Bacteria ,82 ,0.00366090892682927 ,0.00345162 ,0.00227510458675498 ,
D006262 ,species ,1113645 ,Runella sp. NBRC 15147 ,Bacteria ,9 ,0.0328367753333333 ,0.00270959 ,0.0829440418843779 ,
D006262 ,species ,1113646 ,Geobacillus sp. NBRC 15313 ,Bacteria ,1 ,0.00130902 ,0.00130902 , ,
D006262 ,species ,1113648 ,Geobacillus sp. NBRC 15316 ,Bacteria ,1 ,0.0021085 ,0.0021085 , ,
D006262 ,species ,1113650 ,Sphingobacterium sp. NBRC 15340 ,Bacteria ,553 ,0.00706884526943942 ,0.00311459 ,0.0405471724372756 ,
D006262 ,species ,1113651 ,Bacillus sp. NBRC 15377 ,Bacteria ,9 ,0.00154000361111111 ,0.00110202 ,0.00110731083783896 ,
D006262 ,species ,1113652 ,Aneurinibacillus sp. NBRC 15378 ,Bacteria ,4 ,0.00283984625 ,0.0015832525 ,0.00332830598828537 ,
D006262 ,species ,1113655 ,Psychrobacter sp. NBRC 15736 ,Bacteria ,258 ,0.00254185889534884 ,0.001921275 ,0.00234178911629201 ,
D006262 ,species ,1113656 ,Psychrobacter sp. NBRC 15753 ,Bacteria ,175 ,0.160376740525714 ,0.00512742 ,0.755387610425718 ,
D006262 ,species ,1113658 ,Sphingomonas sp. NBRC 15914 ,Bacteria ,70 ,0.0177939587 ,0.003933685 ,0.0385512894880475 ,
D006262 ,species ,1113661 ,Sphingomonas sp. NBRC 15917 ,Bacteria ,5 ,0.0084875396 ,0.000698095 ,0.0115565290522413 ,
D006262 ,species ,1113669 ,Paracoccus sp. NBRC 100641 ,Bacteria ,10 ,0.0090224009 ,0.00570912 ,0.011019185580303 ,
D006262 ,species ,1113670 ,Sporosarcina sp. NBRC 100704 ,Bacteria ,14 ,0.0145634684285714 ,0.006117285 ,0.0266111204518761 ,
D006262 ,species ,1113673 ,Sporosarcina sp. NBRC 100707 ,Bacteria ,15 ,0.0018826478 ,0.000959325 ,0.00195285945038164 ,
D006262 ,species ,1113685 ,Flammeovirga sp. NBRC 100889 ,Bacteria ,1 ,0.000915164 ,0.000915164 , ,
D006262 ,species ,1113688 ,Flammeovirga sp. NBRC 100892 ,Bacteria ,1 ,0.00069278 ,0.00069278 , ,
D006262 ,species ,1113689 ,Flammeovirga sp. NBRC 100893 ,Bacteria ,2 ,0.000744549 ,0.000744549 ,0.000189821401195966 ,
D006262 ,species ,1113691 ,Flammeovirga sp. NBRC 100895 ,Bacteria ,1 ,0.00103603 ,0.00103603 , ,
D006262 ,species ,1113692 ,Flammeovirga sp. NBRC 100896 ,Bacteria ,2 ,0.002269116 ,0.002269116 ,0.00237833103110395 ,
D006262 ,species ,1113693 ,Flammeovirga sp. NBRC 100897 ,Bacteria ,1 ,0.000115076 ,0.000115076 , ,
D006262 ,species ,1113696 ,Halomonas sp. NBRC 100990 ,Bacteria ,230 ,0.0167229071913043 ,0.01036 ,0.0372352462037172 ,
D006262 ,species ,1113707 ,Psychrobacter sp. NBRC 101050 ,Bacteria ,21 ,0.00157199678571429 ,0.000821558 ,0.00177818336549699 ,
D006262 ,species ,1113709 ,Psychrobacter sp. NBRC 101052 ,Bacteria ,132 ,0.0267176794166667 ,0.00196385 ,0.161911538612631 ,
D006262 ,species ,1113710 ,Psychrobacter sp. NBRC 101054 ,Bacteria ,3 ,0.00440762666666667 ,0.00476713 ,0.00112992470511682 ,
D006262 ,species ,1113711 ,Psychrobacter sp. NBRC 101055 ,Bacteria ,4 ,0.0017836575 ,0.001808385 ,0.000541835560933081 ,
D006262 ,species ,1113712 ,Photobacterium sp. NBRC 101057 ,Bacteria ,2 ,0.0143766 ,0.0143766 ,0.0104475026920312 ,
D006262 ,species ,1113723 ,Alcanivorax sp. NBRC 101092 ,Bacteria ,29 ,0.00178194009310345 ,0.000575218 ,0.00321960589986752 ,
D006262 ,species ,1113724 ,Alcanivorax sp. NBRC 101094 ,Bacteria ,19 ,0.00202828189473684 ,0.00124681 ,0.00154820865184516 ,
D006262 ,species ,1113725 ,Alcanivorax sp. NBRC 101095 ,Bacteria ,3 ,0.00176540666666667 ,0.00152758 ,0.000526884564333909 ,
D006262 ,species ,1113727 ,Alcanivorax sp. NBRC 101097 ,Bacteria ,3 ,0.00127845333333333 ,0.00124079 ,0.00105754812043393 ,
D006262 ,species ,1113728 ,Alcanivorax sp. NBRC 101098 ,Bacteria ,2 ,0.00280108 ,0.00280108 ,0.00113154055552596 ,
D006262 ,species ,1113735 ,Bacillus sp. NBRC 101221 ,Bacteria ,1 ,0.00368202 ,0.00368202 , ,
D006262 ,species ,1113737 ,Bacillus sp. NBRC 101223 ,Bacteria ,112 ,0.00267349691071429 ,0.001263725 ,0.00754744666453262 ,
D006262 ,species ,1113738 ,Bacillus sp. NBRC 101224 ,Bacteria ,51 ,0.255187626509804 ,0.00510699 ,0.514812589580698 ,
D006262 ,species ,1113741 ,Bacillus sp. NBRC 101250 ,Bacteria ,336 ,0.0177997949122024 ,0.0040753 ,0.0969412428468788 ,
D006262 ,species ,1113743 ,Bacillus sp. NBRC 101252 ,Bacteria ,11 ,0.00136725572727273 ,0.00130902 ,0.000598838904181766 ,
D006262 ,species ,1113744 ,Bacillus sp. NBRC 101253 ,Bacteria ,11 ,0.032318442 ,0.00431165 ,0.0566121213385816 ,
D006262 ,species ,1113748 ,Bacillus sp. NBRC 101285 ,Bacteria ,43 ,0.00457137227906977 ,0.00165366 ,0.00836205595870515 ,
D006262 ,species ,1113751 ,Flavobacterium sp. NBRC 101304 ,Bacteria ,5 ,0.0016973374 ,0.00128269 ,0.00132693356883598 ,
D006262 ,species ,1113752 ,Polaribacter sp. NBRC 101306 ,Bacteria ,1 ,0.000325988 ,0.000325988 , ,
D006262 ,species ,1113754 ,Cellulophaga sp. NBRC 101309 ,Bacteria ,8 ,0.002719345 ,0.00178636 ,0.00198264407143052 ,
D006262 ,species ,1113757 ,Hydrogenophaga sp. NBRC 101324 ,Bacteria ,10 ,0.0017794807 ,0.001358225 ,0.00152537096783293 ,
D006262 ,species ,1113768 ,Hymenobacter sp. NBRC 101361 ,Bacteria ,7 ,0.00372023828571429 ,0.00218417 ,0.00479767951133676 ,
D006262 ,species ,1113769 ,Hymenobacter sp. NBRC 101362 ,Bacteria ,37 ,0.00250097193783784 ,0.00103603 ,0.00391733892387424 ,
D006262 ,species ,1113770 ,Pedobacter sp. NBRC 101363 ,Bacteria ,12 ,0.00475249191666667 ,0.00186837 ,0.00911491291833077 ,
D006262 ,species ,1113771 ,Spirosoma sp. NBRC 101364 ,Bacteria ,6 ,0.000897664333333333 ,0.00085721 ,0.00060838607372512 ,
D006262 ,species ,1113772 ,Flavobacterium sp. NBRC 101627 ,Bacteria ,7 ,0.00301662 ,0.0021649 ,0.00164442971594005 ,
D006262 ,species ,1113775 ,Galbibacter sp. NBRC 101636 ,Bacteria ,7 ,0.00223879642857143 ,0.000915164 ,0.00310527558887671 ,
D006262 ,species ,1113781 ,Exiguobacterium sp. NBRC 101647 ,Bacteria ,6 ,0.00185102833333333 ,0.001780675 ,0.000722803247375568 ,
D006262 ,species ,1113785 ,Brochothrix sp. NBRC 101651 ,Bacteria ,46 ,0.193885431586957 ,0.00178014 ,0.751643305054963 ,
D006262 ,species ,1113786 ,Exiguobacterium sp. NBRC 101652 ,Bacteria ,14 ,0.0113971424285714 ,0.0006155035 ,0.0352621035350515 ,
D006262 ,species ,1113799 ,Sphingomonas sp. NBRC 101705 ,Bacteria ,1 ,0.000510942 ,0.000510942 , ,
D006262 ,species ,1113802 ,Marinobacter sp. NBRC 101709 ,Bacteria ,208 ,0.00162346137019231 ,0.001102945 ,0.00170927316312594 ,
D006262 ,species ,1113803 ,Marinobacter sp. NBRC 101710 ,Bacteria ,3 ,0.000396583 ,0.000430254 ,5.94893598637605e-05 ,
D006262 ,species ,1113805 ,Marinobacter sp. NBRC 101712 ,Bacteria ,28 ,0.00715398746428571 ,0.003190105 ,0.0107531292474965 ,
D006262 ,species ,1113808 ,Sphingomonas sp. NBRC 101716 ,Bacteria ,3 ,0.00106926233333333 ,0.0010665 ,0.000348994699166525 ,
D006262 ,species ,1113811 ,Sphingomonas sp. NBRC 101719 ,Bacteria ,2 ,0.0008489035 ,0.0008489035 ,0.000624879454922707 ,
D006262 ,species ,1113815 ,Paracoccus sp. NBRC 101723 ,Bacteria ,55 ,0.0494943612 ,0.00213657 ,0.227534337463208 ,
D006262 ,species ,1113817 ,Pseudoalteromonas sp. NBRC 101725 ,Bacteria ,2 ,0.0004046695 ,0.0004046695 ,0.000315890762106935 ,
D006262 ,species ,1113821 ,Microbulbifer sp. NBRC 101764 ,Bacteria ,10 ,0.0019148506 ,0.001032168 ,0.0027679806410584 ,
D006262 ,species ,1113822 ,Microbulbifer sp. NBRC 101765 ,Bacteria ,53 ,0.00452617237735849 ,0.00351321 ,0.00411771220171224 ,
D006262 ,species ,1113823 ,Paracoccus sp. NBRC 101766 ,Bacteria ,2 ,0.001097595 ,0.001097595 ,2.14182644021406e-05 ,
D006262 ,species ,1113824 ,Brevundimonas sp. NBRC 101767 ,Bacteria ,43 ,0.00644805088372093 ,0.00166141 ,0.0166050932608396 ,
D006262 ,species ,1113827 ,Vibrio sp. NBRC 101804 ,Bacteria ,2 ,0.0008777365 ,0.0008777365 ,0.00042105875367281 ,
D006262 ,species ,1113834 ,Rhizobium sp. NBRC 101870 ,Bacteria ,13 ,0.00699092761538462 ,0.00176121 ,0.0153609374111966 ,
D006262 ,species ,1113835 ,Rhizobium sp. NBRC 101871 ,Bacteria ,8 ,0.001568668625 ,0.001067106 ,0.00119303080414056 ,
D006262 ,species ,1113837 ,Sphingomonas sp. NBRC 101873 ,Bacteria ,9 ,0.000949995 ,0.000580003 ,0.000977764500683191 ,
D006262 ,species ,1113842 ,Halomonas sp. NBRC 101897 ,Bacteria ,11 ,0.00139914909090909 ,0.000489286 ,0.00178424380255039 ,
D006262 ,species ,1113891 ,Oceanisphaera sp. NBRC 102020 ,Bacteria ,18 ,0.0220781602777778 ,0.00224459 ,0.0597015856727368 ,
D006262 ,species ,1113893 ,Alcanivorax sp. NBRC 102022 ,Bacteria ,35 ,0.00911699964285714 ,0.000656297 ,0.046784497249166 ,
D006262 ,species ,1113894 ,Alcanivorax sp. NBRC 102023 ,Bacteria ,8 ,0.0008834140625 ,0.0006234465 ,0.00084976102908475 ,
D006262 ,species ,1113895 ,Alcanivorax sp. NBRC 102024 ,Bacteria ,46 ,0.00722070163043478 ,0.002355295 ,0.0135080093122167 ,
D006262 ,species ,1113897 ,Alcanivorax sp. NBRC 102028 ,Bacteria ,1 ,0.00181251 ,0.00181251 , ,
D006262 ,species ,1113906 ,Chromohalobacter sp. NBRC 102401 ,Bacteria ,1 ,0.00275073 ,0.00275073 , ,
D006262 ,species ,1113907 ,Chromohalobacter sp. NBRC 102402 ,Bacteria ,1 ,0.00275073 ,0.00275073 , ,
D006262 ,species ,1113908 ,Halomonas sp. NBRC 102403 ,Bacteria ,19 ,0.00506357247368421 ,0.00055303 ,0.00808518944804247 ,
D006262 ,species ,1113909 ,Virgibacillus sp. NBRC 102404 ,Bacteria ,8 ,0.01379333575 ,0.00503204 ,0.0162359012396988 ,
D006262 ,species ,1113916 ,Hahella sp. NBRC 102623 ,Bacteria ,3 ,0.00137777266666667 ,0.00134637 ,0.000461517960930377 ,
D006262 ,species ,1113920 ,Sporolactobacillus sp. NBRC 103096 ,Bacteria ,12 ,0.00451075075 ,0.00169125 ,0.00687921602627992 ,
D006262 ,species ,1113921 ,Sporolactobacillus sp. NBRC 103097 ,Bacteria ,1 ,0.00469109 ,0.00469109 , ,
D006262 ,species ,1113922 ,Sphingobium sp. NBRC 103272 ,Bacteria ,69 ,0.00301362330434783 ,0.000730842 ,0.00995761741800068 ,
D006262 ,species ,1113929 ,Arenibacter sp. NBRC 103722 ,Bacteria ,3 ,0.00192195 ,0.00243691 ,0.00106914419387658 ,
D006262 ,species ,1113931 ,Ferrimonas sp. NBRC 104251 ,Bacteria ,1 ,0.00119819 ,0.00119819 , ,
D006262 ,species ,1113946 ,Lactococcus sp. NBRC 106007 ,Bacteria ,106 ,0.00367274771037736 ,0.00140974 ,0.0104319870554115 ,
D006262 ,species ,1113963 ,Lactobacillus sp. NBRC 106024 ,Bacteria ,1 ,0.00518834 ,0.00518834 , ,
D006262 ,species ,1113973 ,Lactococcus sp. NBRC 106034 ,Bacteria ,59 ,0.00628655481355932 ,0.00225177 ,0.00873064877504992 ,
D006262 ,species ,1113977 ,Lactobacillus sp. NBRC 106038 ,Bacteria ,4 ,0.01304929025 ,0.01024395 ,0.0145902745725516 ,
D006262 ,species ,1113978 ,Lactobacillus sp. NBRC 106039 ,Bacteria ,4 ,0.01416915675 ,0.00479135 ,0.0215367917548246 ,
D006262 ,species ,1113980 ,Lactobacillus sp. NBRC 106041 ,Bacteria ,1 ,0.00315926 ,0.00315926 , ,
D006262 ,species ,1113981 ,Lactobacillus sp. NBRC 106042 ,Bacteria ,6 ,0.00866543166666667 ,0.00260452 ,0.0144657788980081 ,
D006262 ,species ,1113986 ,Lactobacillus sp. NBRC 106047 ,Bacteria ,7 ,0.0152954372857143 ,0.00157963 ,0.026173337435501 ,
D006262 ,species ,1113997 ,Lactobacillus sp. NBRC 107174 ,Bacteria ,3 ,0.0175486033333333 ,0.0147421 ,0.0167099512405044 ,
D006262 ,species ,1113998 ,Lactobacillus sp. NBRC 107175 ,Bacteria ,3 ,0.003902277 ,0.0014677 ,0.00505737963133054 ,
D006262 ,species ,1114002 ,Lactobacillus sp. NBRC 107179 ,Bacteria ,13 ,0.000774983923076923 ,0.0003383 ,0.00102222260516138 ,
D006262 ,species ,1114008 ,Lactobacillus sp. NBRC 107185 ,Bacteria ,748 ,0.0086859118368984 ,0.005301525 ,0.0126748625264481 ,
D006262 ,species ,1114014 ,Lactobacillus sp. NBRC 107191 ,Bacteria ,32 ,0.04888584796875 ,0.00504235 ,0.167795276708579 ,
D006262 ,species ,1114018 ,Lactobacillus sp. NBRC 107195 ,Bacteria ,5 ,0.003318132 ,0.00333801 ,0.00143133591017972 ,
D006262 ,species ,1114022 ,Lactobacillus sp. NBRC 107199 ,Bacteria ,132 ,0.0410230835909091 ,0.00367889 ,0.128995495461137 ,
D006262 ,species ,1114027 ,Weissella sp. NBRC 107204 ,Bacteria ,6 ,0.001216206 ,0.00122011 ,0.000766657107844439 ,
D006262 ,species ,1114031 ,Lactobacillus sp. NBRC 107208 ,Bacteria ,4 ,0.0142697425 ,0.010192535 ,0.0154754011951837 ,
D006262 ,species ,1114033 ,Lactobacillus sp. NBRC 107210 ,Bacteria ,25 ,0.00320917844 ,0.00376946 ,0.00220040011682436 ,
D006262 ,species ,1114035 ,Lactobacillus sp. NBRC 107212 ,Bacteria ,19 ,0.00137554673684211 ,0.000432636 ,0.00170143537195105 ,
D006262 ,species ,1114039 ,Lactobacillus sp. NBRC 107216 ,Bacteria ,3 ,0.01757932 ,0.0113401 ,0.0202505456132224 ,
D006262 ,species ,1114040 ,Weissella sp. NBRC 107217 ,Bacteria ,41 ,0.00358673741463415 ,0.0017876 ,0.00495791903801839 ,
D006262 ,species ,1114042 ,Weissella sp. NBRC 107219 ,Bacteria ,28 ,0.00172830646428571 ,0.00118428 ,0.00141066247736945 ,
D006262 ,species ,1114049 ,Lactobacillus sp. NBRC 107226 ,Bacteria ,11 ,0.000891680454545454 ,0.000430337 ,0.000907169009452193 ,
D006262 ,species ,1114067 ,Weissella sp. NBRC 107245 ,Bacteria ,640 ,0.0149402232609375 ,0.004160345 ,0.0595294998394016 ,
D006262 ,species ,1114077 ,Lactobacillus sp. NBRC 107255 ,Bacteria ,4 ,0.00165256 ,0.00111517 ,0.00112524758739281 ,
D006262 ,species ,1114092 ,Weissella sp. NBRC 107272 ,Bacteria ,16 ,0.0014296045 ,0.000703452 ,0.00155996537997594 ,
D006262 ,species ,1114099 ,Lactobacillus sp. NBRC 107279 ,Bacteria ,5 ,0.001888662 ,0.00117563 ,0.00145886614570015 ,
D006262 ,species ,1114113 ,Lactobacillus sp. NBRC 107294 ,Bacteria ,15 ,0.000766164533333333 ,0.000316252 ,0.00132910465808533 ,
D006262 ,species ,1114117 ,Lactobacillus sp. NBRC 107298 ,Bacteria ,95 ,0.00593092191578947 ,0.00318727 ,0.0138088013097773 ,
D006262 ,species ,1114172 ,Pseudoalteromonas sp. NBRC 107705 ,Bacteria ,24 ,0.00153631075 ,0.000964911 ,0.00163776328274027 ,
D006262 ,species ,1114173 ,Pseudoalteromonas sp. NBRC 107706 ,Bacteria ,2 ,0.0001481885 ,0.0001481885 ,4.68281465840791e-05 ,
D006262 ,species ,1114874 ,Flavobacterium piscis ,Bacteria ,20 ,0.00357981925 ,0.00141683 ,0.00906519662708566 ,
D006262 ,species ,1114980 ,Spiroplasma atrichopogonis ,Bacteria ,10 ,0.001125521 ,0.000801258 ,0.00114659364167724 ,
D006262 ,species ,1114982 ,Achromobacter cholinophagum ,Bacteria ,2 ,9.894135e-05 ,9.894135e-05 ,6.96155818466311e-05 ,
D006262 ,species ,1118060 ,Enorma massiliensis phI ,Bacteria ,324 ,0.560432283950617 ,0.10895 ,1.04431958537562 ,
D006262 ,species ,1118061 ,Alistipes obesi ,Bacteria ,2519 ,1.01718096863835 ,0.45963 ,1.32811817024773 ,
D006262 ,species ,1118202 ,Cruoricaptor ignavus ,Bacteria ,3 ,0.00294773633333333 ,0.000154005 ,0.00484152709586968 ,
D006262 ,species ,1118469 ,Rhizobium sp. JCM 5504 ,Bacteria ,1 ,0.00262378 ,0.00262378 , ,
D006262 ,species ,1120568 ,Pseudorhodobacter wandonensis ,Bacteria ,18 ,0.00286620677777778 ,0.002686955 ,0.00207295753329623 ,
D006262 ,species ,1120994 ,Anaerosphaera aminiphila ,Bacteria ,6 ,0.002443841 ,0.002330955 ,0.00108745449353525 ,
D006262 ,species ,1121000 ,Andreprevotia lacus ,Bacteria ,5 ,0.007615617 ,0.00829528 ,0.00774595576419192 ,
D006262 ,species ,1121252 ,Cucumibacter marinus ,Bacteria ,8 ,0.001167582125 ,0.0007148935 ,0.000956628853913043 ,
D006262 ,species ,1121298 ,Clostridium amylolyticum ,Bacteria ,2084 ,0.0536804739676104 ,0.003922035 ,0.654218531984695 ,
D006262 ,species ,1121830 ,Fodinicurvata fenggangensis ,Bacteria ,122 ,0.034747580502459 ,0.00457908 ,0.125307147919372 ,
D006262 ,species ,1121832 ,Fodinicurvata sediminis ,Bacteria ,18 ,0.00245005842777778 ,0.0008081005 ,0.003119902195617 ,
D006262 ,species ,1121961 ,Hirschia maritima ,Bacteria ,279 ,0.00672834032258065 ,0.0022298 ,0.0231058260365249 ,
D006262 ,species ,1122204 ,Marinococcus luteus ,Bacteria ,14 ,0.00184584085714286 ,0.0010536 ,0.00161609282109346 ,
D006262 ,species ,1122943 ,Pedobacter oryzae ,Bacteria ,223 ,0.00530392775784753 ,0.00256397 ,0.0358937480202796 ,
D006262 ,species ,1123045 ,Ponticaulis koreensis ,Bacteria ,207 ,0.00324632183574879 ,0.00153872 ,0.00574713934292081 ,
D006262 ,species ,1123067 ,Rubellimicrobium mesophilum ,Bacteria ,46 ,0.00436864795652174 ,0.001257245 ,0.011106316600906 ,
D006262 ,species ,1123795 ,Kurthia sp. STM19 ,Bacteria ,2 ,0.002978655 ,0.002978655 ,0.00269660120752958 ,
D006262 ,species ,1123914 ,[Spirillum] lunatum ,Bacteria ,3 ,0.03303347 ,0.00708968 ,0.047256065572594 ,
D006262 ,species ,1123950 ,Robiginosimarina momoshimaensis ,Bacteria ,3 ,0.00129186266666667 ,0.00148852 ,0.000613739515235359 ,
D006262 ,species ,1123956 ,Oceanobacterium insulare ,Bacteria ,1 ,0.000983684 ,0.000983684 , ,
D006262 ,species ,1123979 ,[Pseudomonas] jianii ,Bacteria ,3 ,0.000598920666666667 ,0.000510942 ,0.000247863952825604 ,
D006262 ,species ,1124188 ,Flavobacterium fontis ,Bacteria ,1407 ,0.0189137643788202 ,0.00488647 ,0.0564103167148448 ,
